name,img,url,logo,category,description,location
Sunway Super App,https://www.sunwaypyramid.com/static/shops/59df4237651d8f9771fe4b7ee85c6fd3/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/sunway-super-app,https://www.sunwaypyramid.com/static/shops/c4fcf2fc99a1c714281d393e8e093718/w768.png,Sunway City,"Enjoy Rewards for All & redeem points at over 1,000 merchants at Sunway Malls, Sunway Theme Parks, Sunway Medical, Sunway Education, Sunway Property, and other Sunway businesses with Sunway Super App!
Sunway Super App Counter is here to help you with your Sunway Super App-related info! We have all the various Sunway Super App services that you may need, from:
• Member Registration
• Member Inquiries
• Membership Servicing
• Any other Sunway Pals related enquiries
Drop by to explore ongoing promotions, get the latest updates in any new events from Sunway Sunway Super App here: https://sunwaypals.com.my/",F1.55A (First Floor)
Supamala Hotpot,https://www.sunwaypyramid.com/static/shops/cec3ed5f1728c20ac2bad69afd65a27f/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/supamala-hotpot,https://www.sunwaypyramid.com/static/shops/a1172daacd77e6b25fcf891929b2a3f8/w768.png,Food & Beverages,"SUPAMALA hotpot - Hot Pot for Everyone. Mala has found fans among Malaysians, especially those who love a strong sensation to their foods. At SUPAMALA, we aim to serve customers of every kind with our distinctively unique pork-free hotpot cuisine. Now, everyone can dine worry-free at SUPAMALA with friends and families.",LG2.122C (Lower Ground 2 Floor)
Superdry,https://www.sunwaypyramid.com/static/shops/35d50ef92db5f1a37d91280929e121b1/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/superdry,https://www.sunwaypyramid.com/static/shops/5dd99d218354791cc8f6b663f48b3c7e/w768.png,Fashion,"At Superdry, our clear brand positioning is centered on creating amazing clothes, through an obsession with design, quality and fit and is underpinned by relentless innovation and commitment to operational excellence in everything we do.
Our customers are loyal and global and are defined by attitude, not age. Core to the brand DNA is the combination of market-leading quality and design detail delivered at astonishing value for money. Superdry has democratic appeal, offering affordable, premium-quality clothing, accessories and footwear complemented by newer lifestyle categories such as Sport and Snow.
Our mission: build a creative and product led brand to inspire and engage the contemporary style obsessed consumer - always. Don Superdry’s jackets to stay warm in air-conditioned environments, available in loads of styles such as hydrotech waterproof, jet jackets, coach jackets, flight bomber jackets, track jackets, windcheater, puffer jackets and many more. Known for style and quality, Superdry’s iconic T-Shirts are available with an embroidered or emblazoned logo, in various colours from white to black, orange, pink, tri colours, green, blue and many more styles.
Besides outerwear and shirts, try Superdry’s Polo shirts, swimwear, knits, shorts, sweats, tops, underwear & sleepwear, bags, hats, belts, flip flops, pants, wallets, pencil cases, pouches and more.",G1.66 (Ground Floor)
Surau,https://www.sunwaypyramid.com/static/shops/9757052bee682f7c59c8071a680b41a6/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/surau,https://www.sunwaypyramid.com/static/shops/9a0a4943dedbdfeeb20bdc614d990924/w768.png,Amenities/Facilities,"Assalamualaikum semua.
Surau akan dibuka setiap hari pada pukul 1:00pm -10:00pm (Isnin - Ahad).
Lokasi Surau:
* Lower Ground 1 di Orange Zone, behind Clarks
* Lower Ground 2 di Orange Zone, behind Polo Haus",Multiple Locations
Sushi Jiro,https://www.sunwaypyramid.com/static/shops/eb3b07ac3c188d701a08fe7c6c7ac31f/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/sushi-jiro,https://www.sunwaypyramid.com/static/shops/0de6e0fabeec4e6f789a2b0f9d72087f/w768.png,Food & Beverages,Sushi Jiro is a conveyor-belt restaurant that offer fast and freshest sushi at RM2.88 per plate. Meet Jiro boy to enjoy the goodness of bite-sized Japanese food today.,LG2.122D (Lower Ground 2 Floor)
Sushi King,https://www.sunwaypyramid.com/static/shops/3fc125ea86ac499223080d23a99b9dfe/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sushi-king,https://www.sunwaypyramid.com/static/shops/515aae19862b261cf5e5060f08356c76/w768.png,Food & Beverages,Sushi King is the largest Halal Japanese chain of restaurants that serves quality sushi and other Japanese cuisine at affordable prices in a warm and friendly environment. What sets Sushi King apart is the personal touch of serving freshly made sushi on the kaiten for customers to pick up and enjoy.,LG1.42 (Lower Ground 1 Floor)
Sushi Zanmai,https://www.sunwaypyramid.com/static/shops/efa9e35a759592ae400a2caa456aa901/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sushi-zanmai,https://www.sunwaypyramid.com/static/shops/5783140ea68205a1e3d02cf6d60866da/w768.png,Food & Beverages,Sushi Zanmai is the genuine sushi restaurant that provides more than 100 assortments of sushi and large varieties of cooked food that are authentically Japanese. Come and enjoy this well-loved sushi restaurant by families and young professionals.,OB2.F.U1 (First Floor)
Swarovski,https://www.sunwaypyramid.com/static/shops/dd778586fdab117b5749a6a8c059cd3f/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/swarovski,https://www.sunwaypyramid.com/static/shops/c6cf9abe93b1954d907cf3d2d547137a/w768.png,Jewellery & Timepieces,"Delivering a wonderlab of meticulously crafted jewellery & accessories, Swarovski brings artistry & elegance into the everyday lifestyle. Celebrate individuality & break the rules of style where innovation meets imagination.",G1.65 (Ground Floor)
Swich Café,https://www.sunwaypyramid.com/static/shops/6095d357109f326d0c1acc2265960c9f/w768-crop.jpg,https://www.sunwaypyramid.com/directory/swich-cafe,https://www.sunwaypyramid.com/static/shops/ec55b32074e2ba4683e1cb0bdbc2463a/w768.png,Food & Beverages,Cake and Gelato Salon.,LG2.133B (Lower Ground 2 Floor)
Switch,https://www.sunwaypyramid.com/static/shops/bf48a2728214e73b79fff4a935254815/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/switch,https://www.sunwaypyramid.com/static/shops/c2f4a9918a13239cafb3350dd762f70d/w768.png,Digital Lifestyle,"Apple’s largest official partner in Malaysia, Switch was established based on a vision of a handful of friends, to get people to “switch” from PC to Mac in 1995. The founders saw the good in Apple that they have decided to bring their vision to life in 1997, by setting up their first store in Penang. With a huge growing number of outlets all over Malaysia, Switch extends to Small and Medium Business owners alongside college and university students with attractive discounts and exciting workshops.",G1.26 & 27 (Ground Floor)
T&L KOREA ACCESSORIES,https://www.sunwaypyramid.com/static/shops/7b06b9d27f906107dbb329251d19216f/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/tandl-korea-accessories,https://www.sunwaypyramid.com/static/shops/6c8016781c5b12e0c71ecde379560a5e/w768.png,Asian Avenue,"Retailing of unisex accessories, soft toys and other decorative accessories.",F1.AV.28 (First Floor)
T&T Kidzpark,https://www.sunwaypyramid.com/static/shops/ed83dd60cf5096b2551f6ce924f0055b/w768-crop.jpg,https://www.sunwaypyramid.com/directory/tandt-kidzpark,https://www.sunwaypyramid.com/static/shops/fee96cd973c2f9ea39adf1de17c120ef/w768.png,Entertainment,"Enjoy a funfair-like mini amusement park in the comfort and air-conditioned environment of Sunway Pyramid Mall. T&T Kidzpark has a variety of rides for your kids to enjoy including bumper cars, carousel, a flying-go-round and a mini train ride as well as other kiddy rides at a cheap rate. With the colourful and well-maintained equipment, the kids will have a good time in this wonderland of fun.",LG2.CTRCOURT (Lower Ground 2 Floor)
T&T Station,https://www.sunwaypyramid.com/static/shops/269841a5ce6d4053aa5bd7e8a2613095/w768-crop.jpg,https://www.sunwaypyramid.com/directory/tandt-station,https://www.sunwaypyramid.com/static/shops/e4bafca70bc1247dee40b812f7b3c591/w768.png,Toys & Hobbies,,LG1.048.PushCart (Lower Ground 1 Floor)
TACOBELL,https://www.sunwaypyramid.com/static/shops/2ce6b752955734eace143e153cdcd7f2/w768-crop.jpg,https://www.sunwaypyramid.com/directory/tacobell,https://www.sunwaypyramid.com/static/shops/b8a8049532793c15d3809b7e04d4d276/w768.png,Food & Beverages,"Founded by Glen Bell in 1962, Taco Bell opened its first store serving Crunchy Tacos to satisfy hungry mouths of Southern California. With a dream to share Tacos, Burritos, Quesadillas, and much more with the world, we opened our first location here in Malaysia in April, 2021. Now, in 2022, we are pleased to be bringing Taco Bell to Sunway Pyramid!

Taco Bell is known for Mexican inspired foods with bold flavors like our Taco Supreme TM, Grilled Stuft Burrito TM, and Crunchwrap Supreme TM. Our menu is crafted to please everyone, whether it be eating out with friends, a meal for the family, or a lunch for the office. With customizable protein options like Seasoned Ground Beef, Ground Chicken, Grilled Chicken, and Black Beans, we can accommodate any cravings.",LG2.40 (Lower Ground 2 Floor)
TAIWAN SPICY NOODLE HOUSE,https://www.sunwaypyramid.com/static/shops/a96a7996740fbe3bca023bb05602b732/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/taiwan-spicy-noodle-house,https://www.sunwaypyramid.com/static/shops/8925487020dcbb0442377d69d4eda553/w768.png,Asian Avenue,Retailing of Taiwan food and beverages,F1.AV.135 (First Floor)
TANYU 探鱼,https://www.sunwaypyramid.com/static/shops/bfe13ba6db08fd170222af11734ba0b1/w768-crop.jpg,https://www.sunwaypyramid.com/directory/tanyu,https://www.sunwaypyramid.com/static/shops/b9d49447b5ee2dc4884b8a638ffd72b5/w768.png,Food & Beverages,"TANYU is a grilled fish brand originating from Shenzhen, China, having over 300 outlets across the Asia-Pacific region. Well known for its signature flavor Grilled Fish with Fresh Green Pepper, TANYU made its debut in Malaysia in 2023, providing incredible dining experience to everyone. Catering to the diverse tastes of local Malaysians, TANYU makes use of a variety of cooking methods and offers 8 kinds of grilled fish flavors ranging from mala, savoury, to garlicky and more. Come and have a delightful fish feast at TANYU located at Oasis Zone (Blue Atrium)",LG2.128B (Lower Ground 2 Floor)
TAPAS FASHION,https://www.sunwaypyramid.com/static/shops/3dca1eeee06ca58818c6499a18e89597/w768-crop.jpg,https://www.sunwaypyramid.com/directory/tapas-fashion,https://www.sunwaypyramid.com/static/shops/c05ab5a9d5589bbcd7bdbb8d3a8c0500/w768.png,Fashion,"Retailing of ladies fashion, lifestyle apparels and related accessories & products.
Origin : Malaysia",F1.69 (First Floor)
TEVA,https://www.sunwaypyramid.com/static/shops/8f27db7405dc3680927d13f759a98421/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/teva,https://www.sunwaypyramid.com/static/shops/256b1f82454158a78d7a19159746738d/w768.png,Footwear,,F1.58A (First Floor)
TGI Fridays™,https://www.sunwaypyramid.com/static/shops/e9e57224002880c2a080a30ab6a04c21/w768-crop.jpg,https://www.sunwaypyramid.com/directory/tgi-fridaystm,https://www.sunwaypyramid.com/static/shops/6cf7f7fd41c8c9edb2ebe41a6f0e9b3e/w768.png,Food & Beverages,"IN HERE IT'S ALWAYS FRIDAY.
Famous for fresh food and mouthwatering American classics, from appetizers perfect for sharing, to memorable burgers and delicious desserts.",LG1.111 (Lower Ground 1 Floor)
